ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
7781,C,Ship,2,3,219,4,low,F,9,4086,0
7782,F,Ship,4,1,249,6,medium,M,2,5720,1
7783,D,Road,3,3,196,3,low,M,9,4431,0
7784,F,Road,6,5,244,3,low,M,9,5634,0
7785,A,Road,4,2,144,3,low,M,2,4264,0
7786,B,Road,4,3,240,3,medium,M,6,4964,0
7787,C,Road,5,4,222,3,low,M,1,4834,1
7788,F,Road,4,4,246,3,medium,M,5,5029,1
7789,D,Road,6,1,188,5,low,M,4,4887,0
7790,F,Road,3,3,153,3,low,F,3,4829,0
7791,A,Road,3,1,151,2,low,F,7,4437,0
7792,B,Road,4,1,237,3,medium,F,8,5668,1
7793,C,Road,3,1,194,3,medium,F,4,5383,1
7794,F,Road,3,5,241,3,low,F,5,4861,1
7795,D,Road,4,2,209,2,medium,M,3,5607,0
7796,F,Road,3,1,160,2,low,F,10,5642,1
7797,A,Road,4,4,251,2,low,M,2,4800,0
7798,B,Road,5,3,193,4,medium,F,3,5026,0
7799,C,Road,4,4,169,3,medium,M,5,5743,0
7800,F,Road,3,5,234,2,medium,F,1,4455,1
7801,D,Road,4,5,192,2,high,F,4,4518,0
7802,F,Road,2,5,160,4,low,F,7,5754,0
7803,A,Road,5,3,201,2,low,F,1,4548,1
7804,B,Road,4,1,260,3,low,M,9,4239,0
7805,C,Flight,3,3,244,4,medium,M,10,5181,0
7806,F,Flight,3,2,219,6,low,F,9,5263,1
7807,D,Flight,4,2,219,4,high,F,2,4422,1
7808,F,Flight,3,5,175,3,high,F,6,5150,0
7809,A,Flight,4,2,196,3,medium,F,2,4474,0
7810,B,Flight,3,5,230,3,high,M,4,5189,1
7811,C,Flight,4,3,262,4,high,F,2,4783,1
7812,F,Flight,5,4,228,4,high,F,7,5913,0
7813,D,Flight,3,2,138,2,medium,M,8,5714,0
7814,F,Flight,4,1,240,3,low,F,4,4787,0
7815,A,Flight,3,1,104,4,low,F,9,5211,1
7816,B,Flight,3,2,261,2,medium,M,10,4035,0
7817,C,Flight,4,3,181,3,low,M,4,4399,1
7818,F,Flight,5,2,152,3,medium,M,4,4699,1
7819,D,Flight,2,2,215,5,medium,M,3,5185,1
7820,F,Flight,5,4,266,6,medium,F,7,4486,0
7821,A,Flight,4,5,265,2,medium,F,9,5135,1
7822,B,Flight,5,5,142,4,medium,M,8,5372,0
7823,C,Flight,5,3,169,2,low,F,1,4500,1
7824,F,Flight,3,5,257,3,medium,M,4,5196,1
7825,D,Flight,3,2,142,3,low,M,9,4234,0
7826,F,Flight,2,4,233,4,medium,F,4,5408,0
7827,A,Ship,4,2,136,4,medium,M,9,5038,0
7828,B,Ship,2,2,173,3,low,F,10,4736,0
7829,C,Ship,3,4,221,3,low,M,10,4927,1
7830,F,Ship,5,3,204,3,low,M,10,5610,1
7831,D,Ship,4,5,149,2,low,M,2,5724,1
7832,F,Ship,2,1,166,3,medium,F,7,5990,1
7833,A,Ship,5,4,265,2,low,F,2,5164,1
7834,B,Ship,3,1,140,2,low,F,8,5253,1
7835,C,Ship,4,3,234,3,medium,F,9,4868,1
7836,F,Ship,3,5,139,2,low,F,6,5181,0
7837,D,Ship,3,4,232,2,low,F,8,5629,1
7838,F,Ship,3,5,187,4,medium,F,4,5640,0
7839,A,Ship,3,4,197,6,medium,M,3,4890,1
7840,B,Ship,3,4,273,2,medium,F,5,5223,0
7841,C,Ship,3,2,201,3,medium,M,7,4890,0
7842,F,Ship,2,2,201,3,high,M,2,4865,1
7843,D,Ship,4,3,227,3,medium,M,10,5782,1
7844,F,Ship,3,5,171,2,medium,M,1,4783,1
7845,A,Ship,3,5,192,2,low,F,7,5069,1
7846,B,Ship,3,1,226,3,high,M,2,4831,1
7847,C,Ship,3,4,252,2,medium,F,6,4040,1
7848,F,Ship,4,5,177,3,medium,F,7,4243,1
7849,D,Ship,3,5,211,3,medium,M,5,4058,1
7850,F,Ship,6,3,170,4,low,M,1,4912,0
7851,A,Ship,2,3,118,4,medium,M,7,5510,0
7852,B,Ship,4,4,146,3,low,M,3,5225,1
7853,C,Ship,3,5,150,3,high,M,6,4565,0
7854,F,Ship,5,5,243,3,medium,M,3,5700,1
7855,D,Ship,4,4,135,3,medium,M,6,4335,1
7856,F,Ship,4,5,209,3,low,F,6,5899,1
7857,A,Ship,4,5,217,3,medium,M,2,5461,1
7858,B,Ship,2,2,287,4,medium,M,10,5972,0
7859,C,Ship,2,3,239,6,medium,M,4,4022,0
7860,F,Ship,5,2,189,2,medium,M,2,4636,1
7861,D,Ship,4,2,139,3,medium,M,10,4648,0
7862,F,Ship,4,2,255,3,low,F,8,5865,0
7863,A,Ship,5,1,132,4,medium,F,4,5461,0
7864,B,Ship,4,1,136,3,medium,F,4,5060,1
7865,C,Ship,5,3,143,3,low,M,6,4761,1
7866,F,Ship,3,4,201,2,low,F,8,4394,0
7867,D,Ship,6,5,278,5,medium,F,2,4361,1
7868,F,Ship,4,3,213,3,medium,M,4,4367,0
7869,A,Ship,2,1,202,2,medium,F,5,4456,0
7870,B,Ship,4,5,240,2,medium,M,6,5045,1
7871,C,Ship,5,4,223,3,low,M,7,4671,1
7872,F,Ship,4,4,193,3,low,M,2,5975,1
7873,D,Ship,3,1,224,3,low,M,8,4908,0
7874,F,Ship,3,1,202,3,medium,F,7,5818,0
7875,A,Ship,4,5,236,4,medium,M,1,4082,0
7876,B,Ship,3,3,216,4,low,F,9,5107,1
7877,C,Ship,3,1,229,3,medium,M,7,5324,1
7878,F,Ship,4,5,275,3,medium,M,1,5394,1
7879,D,Ship,3,3,250,2,medium,F,8,5067,0
7880,F,Ship,4,3,196,3,low,M,10,4433,1
7881,A,Ship,2,2,220,3,low,M,1,5289,0
7882,B,Ship,4,4,152,3,low,M,8,4430,0
7883,C,Ship,3,2,186,2,low,M,7,5522,0
7884,F,Ship,3,1,189,3,low,F,3,5866,1
7885,D,Ship,3,1,222,3,low,M,1,5362,1
7886,F,Ship,4,1,139,3,low,F,7,5317,0
7887,A,Ship,5,1,169,4,low,M,6,4253,1
7888,B,Ship,4,3,137,3,medium,M,9,5016,0
7889,C,Ship,3,1,212,6,low,M,5,5339,0
7890,F,Ship,3,5,230,4,low,F,5,4450,1
7891,D,Ship,3,2,262,2,low,M,7,5141,1
7892,F,Ship,4,4,166,2,low,M,8,5192,0
7893,A,Ship,6,2,99,3,low,M,8,5872,0
7894,B,Ship,4,2,263,3,low,F,7,5395,1
7895,C,Ship,5,4,223,3,low,M,8,4310,1
7896,F,Ship,3,1,220,2,low,F,7,5653,0
7897,D,Ship,3,3,242,3,medium,F,8,5915,1
7898,F,Ship,3,4,163,3,high,F,6,5912,0
7899,A,Ship,3,4,273,2,medium,M,2,4219,1
7900,B,Ship,5,5,261,5,medium,M,9,5385,0
7901,C,Ship,5,1,179,2,low,M,8,5198,1
7902,F,Ship,5,2,182,3,low,F,10,4128,1
7903,D,Ship,3,4,202,2,medium,F,6,5030,0
7904,F,Ship,5,2,154,4,low,F,8,4820,0
7905,A,Ship,4,4,224,2,low,F,8,5754,1
7906,B,Ship,3,2,139,3,medium,M,4,5531,0
7907,C,Ship,3,5,256,2,medium,F,6,5375,0
7908,F,Ship,3,2,251,4,high,F,7,4038,0
7909,D,Ship,4,5,254,3,medium,F,10,4148,0
7910,F,Ship,5,1,181,3,low,F,6,5423,0
7911,A,Ship,4,4,254,3,low,M,7,5637,0
7912,B,Ship,3,3,239,3,medium,M,7,4942,0
7913,C,Ship,3,3,167,2,low,M,6,5101,0
7914,F,Ship,4,2,192,2,low,M,9,4140,0
7915,D,Ship,3,2,163,2,low,F,5,5021,0
7916,F,Ship,3,1,213,2,low,M,6,4747,0
7917,A,Ship,3,3,230,3,low,M,4,4018,1
7918,B,Ship,3,3,264,3,low,M,3,4970,0
7919,C,Ship,5,1,182,2,low,M,6,4121,1
7920,F,Road,5,1,223,3,medium,F,4,4905,1
7921,D,Road,4,1,261,2,medium,F,9,4158,0
7922,F,Road,4,2,248,2,low,F,10,5783,0
7923,A,Road,4,5,169,4,low,M,5,5347,0
7924,B,Road,3,4,188,6,medium,F,6,4031,1
7925,C,Road,3,4,142,4,medium,M,5,4429,0
7926,F,Road,4,1,208,2,low,F,5,5707,1
7927,D,Road,4,5,239,2,medium,F,1,4247,0
7928,F,Road,5,5,218,5,low,M,5,4303,1
7929,A,Road,4,1,137,3,medium,F,3,4962,1
7930,B,Road,4,4,97,6,low,M,4,5801,0
7931,C,Road,3,1,242,10,high,M,9,5151,1
7932,F,Road,4,3,153,7,medium,F,4,4499,1
7933,D,Road,3,3,188,5,low,F,6,5713,0
7934,F,Road,4,1,272,2,low,F,8,5328,1
7935,A,Road,2,2,165,3,medium,F,10,4080,1
7936,B,Road,4,4,218,2,medium,F,3,5692,1
7937,C,Road,4,3,153,4,low,M,4,5161,0
7938,F,Road,6,1,250,2,medium,M,4,4016,0
7939,D,Road,4,1,204,8,low,F,7,5359,0
7940,F,Road,4,1,154,10,high,M,10,5674,1
7941,A,Road,4,2,233,7,medium,F,5,5361,0
7942,B,Flight,4,3,225,8,low,M,8,4718,1
7943,C,Flight,4,4,269,10,high,F,3,4488,0
7944,F,Flight,4,5,173,4,low,M,7,4978,1
7945,D,Flight,4,1,145,3,low,M,8,5127,0
7946,F,Flight,4,4,242,2,medium,M,6,5866,0
7947,A,Flight,3,5,255,7,medium,M,8,4091,1
7948,B,Flight,4,1,254,7,low,M,5,4104,1
7949,C,Flight,4,3,150,3,high,F,2,4383,0
7950,F,Flight,4,2,201,8,medium,F,6,5128,0
7951,D,Flight,5,2,262,5,low,M,5,1751,0
7952,F,Flight,6,4,306,4,low,F,8,1465,0
7953,A,Flight,6,5,276,4,low,M,9,1319,0
7954,B,Flight,3,2,183,5,low,M,3,1336,1
7955,C,Flight,5,1,239,5,low,F,7,1859,1
7956,F,Flight,7,3,285,4,low,M,10,1935,1
7957,D,Flight,5,5,229,6,low,F,6,1857,0
7958,F,Flight,7,5,308,5,medium,M,6,1154,0
7959,A,Flight,6,2,293,4,low,F,7,1477,0
7960,B,Flight,6,4,247,4,low,M,7,1831,0
7961,C,Flight,6,1,260,5,low,F,3,1434,0
7962,F,Flight,7,1,308,4,medium,M,5,1705,0
7963,D,Flight,5,3,274,6,medium,M,7,1293,0
7964,F,Ship,5,1,236,6,low,M,4,1123,1
7965,A,Ship,7,1,291,4,medium,F,1,1796,0
7966,B,Ship,5,4,223,3,medium,M,7,5738,0
7967,C,Ship,4,4,261,2,medium,M,8,5006,1
7968,F,Ship,4,1,248,2,low,F,6,5621,0
7969,D,Ship,4,5,169,4,low,F,6,4213,0
7970,F,Ship,3,2,188,6,medium,F,1,4856,0
7971,A,Ship,3,1,142,4,medium,M,7,4780,0
7972,B,Ship,4,1,208,2,low,M,6,5266,0
7973,C,Ship,4,3,239,2,medium,F,7,5384,0
7974,F,Ship,5,3,218,5,low,F,9,4435,1
7975,D,Ship,4,5,137,3,medium,M,1,4861,0
7976,F,Ship,4,3,97,6,low,F,4,4375,0
7977,A,Ship,3,4,242,10,high,M,5,4127,0
7978,B,Ship,4,1,153,7,medium,F,4,5761,1
7979,C,Ship,3,4,188,5,low,F,3,4835,1
7980,F,Ship,4,4,272,2,low,M,7,4042,1
7981,D,Ship,2,4,165,3,medium,M,7,5856,0
7982,F,Ship,4,4,218,2,medium,M,3,5039,0
7983,A,Ship,4,4,153,4,low,M,5,5162,0
7984,B,Ship,6,3,250,2,medium,F,1,4747,0
7985,C,Ship,4,2,204,8,low,F,1,4038,1
7986,F,Ship,4,3,154,10,high,M,7,5317,0
7987,D,Ship,4,1,233,7,medium,M,7,4272,1
7988,F,Ship,4,2,225,8,low,F,8,5623,0
7989,A,Ship,4,2,269,10,high,M,2,5616,1
7990,B,Ship,4,1,173,4,low,F,1,5789,0
7991,C,Ship,4,3,145,3,low,F,5,5802,1
7992,F,Ship,4,5,242,2,medium,F,2,4806,1
7993,D,Ship,3,2,255,7,medium,M,2,5282,0
7994,F,Ship,4,2,254,7,low,F,6,5121,0
7995,A,Ship,4,5,150,3,high,F,10,5767,1
7996,B,Ship,4,1,201,8,medium,M,4,4295,0
7997,C,Ship,5,3,262,5,low,F,8,1493,1
7998,F,Ship,6,1,306,4,low,F,4,1449,1
7999,D,Ship,6,4,276,4,low,F,2,1120,1
8000,F,Ship,3,2,183,5,low,F,2,1158,1
8001,A,Ship,5,2,239,5,low,M,1,1518,1
8002,B,Ship,7,2,285,4,low,M,2,1491,1
8003,C,Ship,5,4,229,6,low,F,9,1733,0
8004,F,Ship,7,3,308,5,medium,M,10,1152,1
8005,D,Ship,6,4,293,4,low,F,8,1145,1
8006,F,Ship,6,3,247,4,low,F,6,1537,0
8007,A,Ship,6,3,260,5,low,M,8,1324,1
8008,B,Ship,7,1,308,4,medium,M,7,1841,1
8009,C,Ship,6,2,282,4,low,M,1,1857,1
8010,F,Ship,6,4,268,4,medium,F,3,1586,0
8011,D,Ship,5,3,238,5,high,M,7,1848,0
8012,F,Ship,5,3,254,6,low,M,7,1064,0
8013,A,Ship,5,3,252,5,low,M,3,1474,0
8014,B,Ship,6,4,254,4,low,M,9,1594,0
8015,C,Ship,4,1,263,5,low,M,8,1426,1
8016,F,Ship,5,4,256,5,low,M,6,1551,0
8017,D,Ship,6,5,264,4,medium,M,8,1755,0
8018,F,Ship,4,5,237,5,low,M,2,1357,1
8019,A,Ship,4,1,226,5,medium,M,6,1510,1
8020,B,Ship,7,5,289,4,low,M,3,1656,1
8021,C,Ship,7,4,281,4,low,M,9,1970,0
8022,F,Ship,5,1,258,5,low,F,4,1032,0
8023,D,Ship,6,2,263,4,low,F,8,1635,0
8024,F,Ship,5,3,245,5,low,F,2,1937,0
8025,A,Ship,7,3,296,4,medium,M,8,1826,1
8026,B,Ship,7,3,286,4,low,F,5,1866,1
8027,C,Ship,6,3,252,2,low,M,1,1756,0
8028,F,Ship,6,5,301,4,low,F,7,1393,1
8029,D,Ship,7,1,290,4,low,M,4,1488,0
8030,F,Ship,7,1,247,4,medium,M,6,1297,1
8031,A,Ship,5,5,238,6,low,F,3,1965,1
8032,B,Ship,5,2,263,5,medium,F,10,1059,0
8033,C,Ship,5,2,263,4,low,M,3,1740,1
8034,F,Ship,5,2,248,5,low,F,3,1046,1
8035,D,Ship,7,2,289,5,low,M,1,1178,0
8036,F,Ship,4,4,256,5,high,M,1,1927,1
8037,A,Ship,6,2,287,4,low,F,7,1837,1
8038,B,Ship,4,2,250,5,medium,M,10,1026,1
8039,C,Ship,7,3,301,4,medium,M,1,1966,1
8040,F,Ship,4,1,245,5,low,F,3,1537,0
8041,D,Ship,4,5,226,5,medium,M,8,1133,0
8042,F,Ship,6,2,272,5,low,M,8,1045,0
8043,A,Ship,3,3,307,5,low,F,3,1578,1
8044,B,Ship,6,1,138,3,low,M,6,1604,0
8045,C,Ship,5,1,248,5,low,F,8,1810,0
8046,F,Ship,5,1,307,4,low,M,8,1511,1
8047,D,Ship,6,2,256,4,low,F,6,1507,0
8048,F,Ship,6,5,301,5,low,M,8,1443,0
8049,A,Ship,7,3,245,4,medium,F,10,1610,1
8050,B,Ship,2,2,168,2,medium,F,2,1227,1
8051,C,Ship,6,1,295,4,low,M,10,1600,0
8052,F,Ship,6,4,299,4,low,M,9,1527,0
8053,D,Ship,6,4,253,4,medium,M,9,1488,0
8054,F,Ship,7,4,269,4,medium,M,5,1073,0
8055,A,Ship,5,1,267,5,medium,F,10,1818,0
8056,B,Ship,3,5,212,3,medium,M,7,4411,1
8057,C,Road,5,3,258,3,medium,F,1,5719,0
8058,F,Road,4,3,136,3,low,M,6,4911,1
8059,D,Road,3,1,101,2,medium,F,1,5560,0
8060,F,Road,5,2,191,4,low,F,3,5578,0
8061,A,Road,5,5,186,4,low,M,3,4287,0
8062,B,Road,4,4,104,5,low,F,7,5590,0
8063,C,Road,4,3,201,4,medium,F,3,4797,0
8064,F,Road,3,2,235,2,medium,F,10,4172,0
8065,D,Road,4,4,271,6,high,M,3,5204,0
8066,F,Road,2,3,133,4,low,F,5,5989,1
8067,A,Road,3,1,256,4,low,M,6,4814,1
8068,B,Road,3,1,225,2,low,F,2,4438,1
8069,C,Road,5,3,202,3,low,M,4,4134,1
8070,F,Road,4,4,214,3,medium,F,1,4717,0
8071,D,Road,6,3,217,6,medium,M,3,4209,0
8072,F,Road,4,1,241,2,low,M,3,5672,0
8073,A,Road,2,3,263,3,low,M,10,5997,0
8074,B,Road,4,2,273,2,low,F,9,4221,0
8075,C,Road,4,4,199,3,low,F,9,5016,0
8076,F,Road,4,1,198,4,medium,F,9,5382,0
8077,D,Road,2,4,101,6,low,F,6,5080,1
8078,F,Road,4,4,155,4,low,F,10,5483,1
8079,A,Flight,2,1,155,2,low,M,2,5661,1
8080,B,Flight,4,3,117,3,medium,F,4,4666,0
8081,C,Flight,3,2,262,2,low,M,5,5747,1
8082,F,Flight,5,4,142,3,low,F,8,5468,1
8083,D,Flight,4,4,115,3,medium,M,7,4609,0
8084,F,Flight,4,4,175,3,low,F,6,4600,1
8085,A,Flight,2,5,239,2,low,F,9,5363,1
8086,B,Flight,4,1,171,2,low,M,3,4271,0
8087,C,Flight,4,4,174,3,low,M,8,4348,0
8088,F,Flight,4,1,164,3,high,F,1,5492,0
8089,D,Flight,3,2,262,2,medium,M,4,5738,0
8090,F,Flight,3,5,262,2,medium,F,7,4422,1
8091,A,Flight,3,1,245,3,low,F,4,5449,0
8092,B,Flight,3,4,184,3,low,F,2,4875,0
8093,C,Flight,5,1,231,2,low,M,10,4892,1
8094,F,Flight,5,1,226,4,high,F,2,5600,0
8095,D,Flight,4,1,211,3,medium,F,2,5851,0
8096,F,Flight,4,2,266,5,medium,M,3,4578,0
8097,A,Flight,4,2,216,3,low,M,4,4309,1
8098,B,Flight,4,3,153,3,low,M,5,5743,1
8099,C,Flight,2,2,242,3,high,M,9,4717,0
8100,F,Flight,5,1,282,5,low,M,6,5182,1
8101,D,Ship,4,1,165,3,medium,F,10,4574,0
8102,F,Ship,3,1,146,3,medium,M,9,4944,1
8103,A,Ship,5,3,113,3,medium,F,5,4743,0
8104,B,Ship,3,2,161,3,medium,F,1,5757,0
8105,C,Ship,2,2,219,2,medium,M,8,4518,0
8106,F,Ship,4,2,237,2,low,F,1,5261,0
8107,D,Ship,4,3,246,3,low,M,5,4384,0
8108,F,Ship,3,4,229,6,medium,F,3,5471,0
8109,A,Ship,3,3,195,3,low,M,1,4224,0
8110,B,Ship,4,3,160,2,low,M,5,4522,1
8111,C,Ship,3,5,144,2,medium,M,6,5983,0
8112,F,Ship,3,3,217,4,medium,F,3,5602,0
8113,D,Ship,3,4,240,3,high,F,6,4412,0
8114,F,Ship,3,2,210,3,medium,M,8,4011,0
8115,A,Ship,4,2,249,3,low,F,9,5459,1
8116,B,Ship,4,1,178,3,high,M,3,5520,1
8117,C,Ship,6,4,224,4,low,F,6,4493,0
8118,F,Ship,3,1,142,3,medium,F,10,4915,1
8119,D,Ship,4,5,163,2,medium,F,10,5529,1
8120,F,Ship,4,1,261,4,medium,F,10,4632,0
8121,A,Ship,3,4,151,3,medium,M,5,4767,1
8122,B,Ship,4,2,197,2,medium,M,3,4715,1
8123,C,Ship,6,3,155,2,medium,F,1,4182,1
8124,F,Ship,3,5,152,4,medium,M,2,4809,0
8125,D,Ship,4,5,275,6,low,M,3,5008,0
8126,F,Ship,3,1,102,4,medium,F,4,5936,1
8127,A,Ship,4,1,285,2,low,M,4,4401,0
8128,B,Ship,4,5,248,2,medium,M,10,4366,1
8129,C,Ship,3,4,274,3,low,F,7,5036,1
8130,F,Ship,4,4,104,4,low,M,6,4323,1
8131,D,Ship,5,4,176,3,medium,M,10,5456,0
8132,F,Ship,5,4,237,3,medium,F,1,4369,0
8133,A,Ship,4,4,247,2,medium,M,9,5095,0
8134,B,Ship,5,5,212,5,low,F,6,4463,0
8135,C,Ship,4,5,226,2,low,M,1,4532,0
8136,F,Ship,6,2,213,2,medium,F,7,5415,0
8137,D,Ship,4,3,177,3,low,M,1,5282,0
8138,F,Ship,4,5,235,4,medium,M,6,4633,1
8139,A,Ship,3,4,263,3,medium,F,2,5741,1
8140,B,Ship,3,3,181,3,low,F,10,5337,0
8141,C,Ship,3,2,178,2,medium,F,2,4122,0
8142,F,Ship,3,5,243,3,medium,F,4,4130,1
8143,D,Ship,3,3,230,3,medium,F,2,4742,1
8144,F,Ship,4,3,106,2,medium,F,6,5867,0
8145,A,Ship,4,5,266,3,medium,F,2,4867,0
8146,B,Ship,5,2,284,4,low,M,1,4171,1
8147,C,Ship,2,5,233,3,low,M,9,4751,1
8148,F,Ship,3,3,200,3,high,F,2,4777,1
8149,D,Ship,3,2,176,2,medium,F,1,5292,0
8150,F,Ship,5,1,279,5,medium,M,4,4405,1
8151,A,Ship,3,3,164,3,high,M,9,5070,0
8152,B,Ship,4,3,163,3,low,F,10,5002,1
8153,C,Ship,4,5,254,3,medium,F,3,4404,0
8154,F,Ship,5,4,234,3,low,F,2,4269,0
8155,D,Ship,4,1,191,3,low,F,8,4021,1
8156,F,Ship,3,3,224,3,medium,F,5,4214,1
8157,A,Ship,3,1,250,2,low,F,5,4232,0
8158,B,Ship,4,5,101,6,medium,M,8,4146,0
8159,C,Ship,3,2,227,3,medium,M,6,5058,0
8160,F,Ship,3,1,173,2,medium,F,4,5521,0
8161,D,Ship,4,3,209,5,medium,M,6,4384,0
8162,F,Ship,3,5,241,3,low,F,4,4132,0
8163,A,Ship,5,5,257,3,medium,F,9,5972,0
8164,B,Ship,5,1,146,3,high,F,3,4345,1
8165,C,Ship,2,3,129,5,medium,M,3,5444,1
8166,F,Ship,3,4,285,3,low,M,9,4768,1
8167,D,Ship,3,1,133,3,low,F,5,5213,1
8168,F,Ship,4,2,185,3,low,M,1,4786,0
8169,A,Ship,5,5,193,4,medium,M,8,5714,0
8170,B,Ship,5,4,228,6,medium,M,5,4974,1
8171,C,Ship,3,3,179,2,low,M,5,5058,0
8172,F,Ship,4,2,224,3,low,F,9,4896,0
8173,D,Ship,3,2,279,6,medium,M,1,5855,0
8174,F,Ship,4,2,181,3,medium,M,4,5717,0
8175,A,Ship,5,5,198,2,medium,M,9,4526,0
8176,B,Ship,3,5,193,3,medium,F,4,5817,0
8177,C,Ship,5,4,184,3,low,F,1,4208,1
8178,F,Ship,5,2,139,3,low,M,9,5920,0
8179,D,Ship,5,3,210,3,low,M,5,4560,1
8180,F,Ship,4,3,225,2,low,M,2,4520,1
8181,A,Ship,3,1,189,2,low,F,5,4738,0
8182,B,Ship,4,5,164,4,low,F,4,5736,0
8183,C,Ship,3,5,196,3,low,M,1,5303,1
8184,F,Ship,5,3,246,2,medium,F,1,4533,0
8185,D,Ship,4,4,188,4,low,F,10,4571,1
8186,F,Ship,3,3,250,2,medium,F,4,4380,0
8187,A,Ship,4,2,156,4,medium,F,2,5795,1
8188,B,Ship,3,1,218,4,low,M,6,5480,1
8189,C,Ship,5,5,172,2,low,M,5,5791,0
8190,F,Ship,3,1,259,2,low,F,3,4380,0
8191,D,Ship,3,3,231,3,medium,F,9,4623,1
8192,F,Ship,5,2,224,3,high,M,4,4271,0
8193,A,Ship,4,5,201,3,low,M,7,4048,0
8194,B,Road,4,2,189,2,medium,M,5,4374,0
8195,C,Road,5,4,265,3,medium,M,10,4565,0
8196,F,Road,3,5,147,3,medium,M,5,5357,1
8197,D,Road,4,4,195,3,low,F,6,5783,0
8198,F,Road,4,5,216,3,medium,F,7,5891,0
8199,A,Road,4,2,148,2,low,M,5,4031,0
8200,B,Road,5,4,180,4,medium,F,7,4200,1
8201,C,Road,3,3,169,3,low,F,7,5976,0
8202,F,Road,3,4,200,3,low,F,7,5400,0
8203,D,Road,3,3,255,2,low,F,10,5632,0
8204,F,Road,4,3,238,2,low,F,1,4051,0
8205,A,Road,3,4,163,3,medium,M,5,5088,1
8206,B,Road,4,5,177,3,medium,M,7,4031,1
8207,C,Road,4,5,206,3,medium,M,5,5785,1
8208,F,Road,3,4,175,3,low,F,2,5272,0
8209,D,Road,5,5,247,2,medium,M,5,4250,0
8210,F,Road,4,3,152,4,medium,F,4,5809,0
8211,A,Road,4,4,162,3,low,F,8,5394,0
8212,B,Road,3,4,206,3,medium,F,5,5915,0
8213,C,Road,3,4,186,4,low,F,6,5540,0
8214,F,Road,4,5,179,3,low,F,4,4487,0
8215,D,Road,3,5,172,3,medium,F,7,4929,0
8216,F,Flight,3,3,158,2,medium,M,7,4865,0
8217,A,Flight,6,5,143,5,high,M,9,4060,0
8218,B,Flight,5,3,171,3,medium,F,7,4994,0
8219,C,Flight,4,2,175,3,high,M,4,4426,0
8220,F,Flight,4,5,173,3,medium,F,8,4040,1
8221,D,Flight,4,4,268,3,medium,M,10,4531,0
8222,F,Flight,4,5,232,3,low,F,8,5923,0
8223,A,Flight,4,2,203,4,medium,F,9,4217,0
8224,B,Flight,3,4,140,3,low,M,3,5300,0
8225,C,Flight,3,4,138,3,medium,F,10,4327,1
8226,F,Flight,5,1,262,3,medium,M,9,5146,0
8227,D,Flight,4,1,245,3,low,F,9,4024,1
8228,F,Flight,3,4,224,3,low,F,10,4806,1
8229,A,Flight,3,4,186,2,low,F,4,4585,0
8230,B,Flight,4,2,282,4,medium,M,5,5422,1
8231,C,Flight,5,1,266,3,low,M,8,4786,1
8232,F,Flight,4,2,256,4,low,F,7,5571,0
8233,D,Flight,3,3,155,3,medium,F,7,5464,0
8234,F,Flight,2,4,142,3,high,M,2,5700,0
8235,A,Flight,6,3,229,8,medium,M,6,4600,0
8236,B,Flight,4,3,211,8,medium,F,6,5583,0
8237,C,Flight,5,1,264,6,high,F,4,5337,0
8238,F,Ship,6,1,217,4,medium,M,3,5571,0
8239,D,Ship,5,3,145,3,low,M,3,4077,1
8240,F,Ship,3,2,185,4,low,M,6,5854,0
8241,A,Ship,4,4,221,10,high,M,6,5582,1
8242,B,Ship,4,5,208,3,low,F,8,4632,0
8243,C,Ship,4,5,260,2,medium,M,2,5368,0
8244,F,Ship,4,4,177,7,low,F,3,5646,1
8245,D,Ship,4,1,144,4,low,F,10,4175,0
8246,F,Ship,3,5,174,2,low,F,4,5692,0
8247,A,Ship,3,2,215,4,high,M,1,4158,0
8248,B,Ship,4,5,270,10,medium,M,9,5085,1
8249,C,Ship,3,4,209,2,high,M,10,4540,0
8250,F,Ship,5,1,103,5,low,F,10,5413,1
8251,D,Ship,5,1,184,3,low,F,10,4674,1
8252,F,Ship,5,3,226,2,high,F,6,5033,0
8253,A,Ship,5,2,158,3,low,M,4,4324,0
8254,B,Ship,3,2,274,2,high,M,2,5029,0
8255,C,Ship,3,4,245,3,medium,F,7,5429,0
8256,F,Ship,5,3,254,6,low,M,8,1932,0
8257,D,Ship,5,3,252,5,low,M,2,1312,1
8258,F,Ship,6,4,254,4,low,M,2,1174,0
8259,A,Ship,4,3,263,5,low,F,10,1762,0
8260,B,Ship,5,1,256,5,low,F,5,1970,0
8261,C,Ship,6,5,264,4,medium,F,9,1922,1
8262,F,Ship,4,2,237,5,low,M,6,1734,1
8263,D,Ship,4,1,226,5,medium,F,2,1912,0
8264,F,Ship,7,1,289,4,low,F,4,1543,1
8265,A,Ship,7,1,281,4,low,F,9,1235,0
8266,B,Ship,5,5,258,5,low,M,6,1068,1
8267,C,Ship,6,4,263,4,low,M,3,1276,0
8268,F,Ship,5,3,245,5,low,F,1,1605,0
8269,D,Ship,7,3,296,4,medium,F,7,1427,0
8270,F,Ship,7,4,286,4,low,M,3,1262,1
8271,A,Ship,6,3,252,2,low,M,6,1470,1
8272,B,Ship,6,5,301,4,low,F,4,1707,1
